Row ID;Order Date;Ship Date;Ship Mode;Customer Name;Segment;Country;City;State;Postal Code;Region;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
5011;9/7/2015;9/14/2015;Standard Class;Lisa Ryan;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Binders;Angle-D Ring Binders;4.923;3;0.7;-39.384
5012;5/11/2017;5/13/2017;First Class;Todd Sumrall;Corporate;United States;Phoenix;Arizona;85023;West;Furniture;Bookcases;Bestar Classic Bookcase;209.979;7;0.7;-3.569.643
5013;7/21/2017;7/26/2017;Standard Class;Sean Wendt;Home Office;United States;Cleveland;Ohio;44105;East;Office Supplies;Binders;Vinyl Sectional Post Binders;33.93;3;0.7;-22.62
5014;7/21/2017;7/26/2017;Standard Class;Sean Wendt;Home Office;United States;Cleveland;Ohio;44105;East;Office Supplies;Storage;Letter Size File;222.32;7;0.2;25.011
5015;7/21/2017;7/26/2017;Standard Class;Sean Wendt;Home Office;United States;Cleveland;Ohio;44105;East;Technology;Phones;Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black;210.564;6;0.4;-52.641
5016;11/24/2014;11/29/2014;Standard Class;Thea Hendricks;Consumer;United States;Toledo;Ohio;43615;East;Furniture;Furnishings;Eldon 200 Class Desk Accessories, Burgundy;35.168;7;0.2;96.712
5017;11/24/2014;11/29/2014;Standard Class;Thea Hendricks;Consumer;United States;Toledo;Ohio;43615;East;Technology;Phones;Samsung Galaxy S4;1.502.376;4;0.4;-250.396
5018;11/15/2014;11/18/2014;First Class;Shahid Shariari;Consumer;United States;Los Angeles;California;90008;West;Furniture;Furnishings;Eldon 100 Class Desk Accessories;10.11;3;0;32.352
5019;11/15/2014;11/18/2014;First Class;Shahid Shariari;Consumer;United States;Los Angeles;California;90008;West;Technology;Accessories;Logitech P710e Mobile Speakerphone;772.47;3;0;1.467.693
5020;11/15/2014;11/18/2014;First Class;Shahid Shariari;Consumer;United States;Los Angeles;California;90008;West;Office Supplies;Supplies;Acme Box Cutter Scissors;20.46;2;0;53.196
5021;3/23/2017;3/25/2017;Second Class;Mary Zewe;Corporate;United States;New York City;New York;10011;East;Office Supplies;Supplies;Premier Electric Letter Opener;347.58;3;0;17.379
5022;12/18/2016;12/24/2016;Standard Class;Jeremy Ellison;Consumer;United States;San Diego;California;92037;West;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;72.64;2;0;21.792
5023;12/18/2016;12/24/2016;Standard Class;Jeremy Ellison;Consumer;United States;San Diego;California;92037;West;Technology;Accessories;Logitech P710e Mobile Speakerphone;772.47;3;0;1.467.693
5024;12/18/2016;12/24/2016;Standard Class;Jeremy Ellison;Consumer;United States;San Diego;California;92037;West;Furniture;Furnishings;Eldon Expressions Wood and Plastic Desk Accessories, Oak;39.92;4;0;111.776
5025;7/29/2017;8/3/2017;Standard Class;Roland Fjeld;Consumer;United States;Oklahoma City;Oklahoma;73120;Central;Office Supplies;Binders;GBC Poly Designer Binding Covers;33.48;2;0;164.052
5026;7/29/2017;8/3/2017;Standard Class;Roland Fjeld;Consumer;United States;Oklahoma City;Oklahoma;73120;Central;Technology;Phones;Nortel Meridian M3904 Professional Digital phone;461.97;3;0;1.339.713
5027;7/29/2017;8/3/2017;Standard Class;Roland Fjeld;Consumer;United States;Oklahoma City;Oklahoma;73120;Central;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;137.62;2;0;605.528
5028;7/29/2017;8/3/2017;Standard Class;Roland Fjeld;Consumer;United States;Oklahoma City;Oklahoma;73120;Central;Furniture;Chairs;Office Star Flex Back Scooter Chair with Aluminum Finish Frame;302.67;3;0;726.408
5029;9/2/2014;9/7/2014;Second Class;Christina VanderZanden;Consumer;United States;Chicago;Illinois;60653;Central;Technology;Accessories;Logitech Wireless Performance Mouse MX for PC and Mac;239.976;3;0.2;539.946
5030;1/29/2017;2/2/2017;Standard Class;Vivek Gonzalez;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Art;Newell 339;8.34;3;0;21.684
5031;1/29/2017;2/2/2017;Standard Class;Vivek Gonzalez;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Supplies;Acme Office Executive Series Stainless Steel Trimmers;8.57;1;0;22.282
5032;1/29/2017;2/2/2017;Standard Class;Vivek Gonzalez;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Binders;Clear Mylar Reinforcing Strips;119.616;8;0.2;403.704
5033;12/26/2016;1/2/2017;Standard Class;Brenda Bowman;Corporate;United States;Vineland;New Jersey;8360;East;Furniture;Chairs;Novimex Turbo Task Chair;212.94;3;0;255.528
5034;12/26/2016;1/2/2017;Standard Class;Brenda Bowman;Corporate;United States;Vineland;New Jersey;8360;East;Office Supplies;Appliances;Fellowes Advanced Computer Series Surge Protectors;26.49;1;0;74.172
5035;8/9/2015;8/13/2015;Second Class;Hallie Redmond;Home Office;United States;Milwaukee;Wisconsin;53209;Central;Furniture;Bookcases;O'Sullivan Cherrywood Estates Traditional Barrister Bookcase;687.4;5;0;48.118
5036;4/6/2014;4/12/2014;Standard Class;Scott Cohen;Corporate;United States;Seattle;Washington;98115;West;Furniture;Tables;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;653.55;3;0;1.111.035
5037;4/6/2014;4/12/2014;Standard Class;Scott Cohen;Corporate;United States;Seattle;Washington;98115;West;Technology;Accessories;Kingston Digital DataTraveler 32GB USB 2.0;33.9;2;0;2.034
5038;11/17/2017;11/21/2017;Second Class;Emily Grady;Consumer;United States;Naperville;Illinois;60540;Central;Technology;Accessories;Logitech Illuminated - Keyboard;239.96;5;0.2;83.986
5039;7/11/2015;7/12/2015;First Class;Todd Sumrall;Corporate;United States;Wilmington;Delaware;19805;East;Furniture;Tables;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;199.836;4;0.3;-371.124
5040;7/11/2015;7/12/2015;First Class;Todd Sumrall;Corporate;United States;Wilmington;Delaware;19805;East;Technology;Phones;Wilson Electronics DB Pro Signal Booster;716;2;0;193.32
5041;7/11/2015;7/12/2015;First Class;Todd Sumrall;Corporate;United States;Wilmington;Delaware;19805;East;Office Supplies;Binders;Tuf-Vin Binders;221.06;7;0;1.038.982
5042;11/10/2016;11/13/2016;Second Class;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;Office Supplies;Paper;Embossed Ink Jet Note Cards;67.71;3;0;325.008
5043;11/10/2016;11/13/2016;Second Class;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;Office Supplies;Appliances;Belkin F9S820V06 8 Outlet Surge;129.92;4;0;38.976
5044;11/10/2016;11/13/2016;Second Class;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";467.46;9;0;1.916.586
5045;11/10/2016;11/13/2016;Second Class;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;Office Supplies;Paper;Xerox 1933;61.4;5;0;28.858
5046;11/10/2016;11/13/2016;Second Class;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;Office Supplies;Storage;Standard Rollaway File with Lock;720.76;4;0;1.873.976
5047;11/10/2016;11/13/2016;Second Class;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;Office Supplies;Binders;Peel & Stick Add-On Corner Pockets;5.184;3;0.2;18.144
5048;11/10/2016;11/13/2016;Second Class;Arianne Irving;Consumer;United States;Los Angeles;California;90036;West;Office Supplies;Art;Newell 338;14.7;5;0;3.969
5049;3/31/2014;4/4/2014;Standard Class;Dorothy Dickinson;Consumer;United States;Chicago;Illinois;60610;Central;Office Supplies;Binders;Fellowes Black Plastic Comb Bindings;8.134;7;0.8;-138.278
5050;3/31/2014;4/4/2014;Standard Class;Dorothy Dickinson;Consumer;United States;Chicago;Illinois;60610;Central;Technology;Accessories;Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ;79.984;2;0.2;139.972
5051;9/18/2015;9/24/2015;Standard Class;Adam Bellavance;Home Office;United States;Des Moines;Washington;98198;West;Office Supplies;Paper;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";18.54;2;0;87.138
5052;11/7/2015;11/11/2015;Standard Class;Karen Bern;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Envelopes;White Envelopes, White Envelopes with Clear Poly Window;24.4;2;0.2;7.93
5053;5/19/2017;5/19/2017;Same Day;John Castell;Consumer;United States;Atlanta;Georgia;30318;South;Office Supplies;Paper;Tops White Computer Printout Paper;195.64;4;0;919.508
5054;1/3/2015;1/8/2015;Second Class;Amy Hunt;Consumer;United States;Dallas;Texas;75217;Central;Technology;Accessories;Enermax Acrylux Wireless Keyboard;398.4;5;0.2;84.66
5055;1/3/2015;1/8/2015;Second Class;Amy Hunt;Consumer;United States;Dallas;Texas;75217;Central;Office Supplies;Art;Newell 317;7.056;3;0.2;0.7938
5056;1/3/2015;1/8/2015;Second Class;Amy Hunt;Consumer;United States;Dallas;Texas;75217;Central;Furniture;Bookcases;O'Sullivan Living Dimensions 5-Shelf Bookcases;13.523.976;9;0.32;-4.375.404
5057;9/8/2015;9/11/2015;First Class;Neoma Murray;Consumer;United States;Moreno Valley;California;92553;West;Office Supplies;Paper;Xerox 1928;26.4;5;0;11.88
5058;9/8/2015;9/11/2015;First Class;Neoma Murray;Consumer;United States;Moreno Valley;California;92553;West;Office Supplies;Storage;Eldon Shelf Savers Cubes and Bins;41.88;6;0;0.8376
5059;4/3/2016;4/7/2016;Standard Class;Carlos Soltero;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Binders;GBC Velobind Prepunched Cover Sets, Regency Series;99.846;9;0.7;-83.205
5060;12/5/2016;12/7/2016;Second Class;Theone Pippenger;Consumer;United States;Georgetown;Kentucky;40324;South;Technology;Phones;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);699.98;2;0;1.959.944
5061;12/5/2016;12/7/2016;Second Class;Theone Pippenger;Consumer;United States;Georgetown;Kentucky;40324;South;Office Supplies;Storage;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;584.82;9;0;701.784
5062;5/8/2015;5/12/2015;Standard Class;Daniel Lacy;Consumer;United States;Minneapolis;Minnesota;55407;Central;Office Supplies;Binders;Wilson Jones Legal Size Ring Binders;43.98;2;0;21.99
5063;5/8/2015;5/12/2015;Standard Class;Daniel Lacy;Consumer;United States;Minneapolis;Minnesota;55407;Central;Technology;Phones;VTech DS6151;377.97;3;0;1.058.316
5064;5/8/2015;5/12/2015;Standard Class;Daniel Lacy;Consumer;United States;Minneapolis;Minnesota;55407;Central;Furniture;Furnishings;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;123.96;3;0;111.564
5065;9/22/2017;9/24/2017;First Class;Christina Anderson;Consumer;United States;Wilmington;Delaware;19805;East;Technology;Phones;GE 30524EE4;391.98;2;0;1.136.742
5066;11/30/2017;12/7/2017;Standard Class;Shahid Collister;Consumer;United States;Burlington;North Carolina;27217;South;Technology;Accessories;Logitech Wireless Gaming Headset G930;383.976;3;0.2;815.949
5067;11/30/2017;12/7/2017;Standard Class;Shahid Collister;Consumer;United States;Burlington;North Carolina;27217;South;Furniture;Tables;Bush Advantage Collection Racetrack Conference Table;1.781.682;7;0.4;-6.532.834
5068;1/15/2017;1/19/2017;Standard Class;Tonja Turnell;Home Office;United States;Los Angeles;California;90008;West;Office Supplies;Art;Newell 347;21.4;5;0;6.206
5069;8/8/2014;8/12/2014;Standard Class;Matt Abelman;Home Office;United States;Trenton;Michigan;48183;Central;Technology;Copiers;Sharp 1540cs Digital Laser Copier;549.99;1;0;274.995
5070;8/8/2014;8/12/2014;Standard Class;Matt Abelman;Home Office;United States;Trenton;Michigan;48183;Central;Office Supplies;Appliances;Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets;167.535;3;0.1;37.23
5071;8/8/2014;8/12/2014;Standard Class;Matt Abelman;Home Office;United States;Trenton;Michigan;48183;Central;Office Supplies;Envelopes;Globe Weis Peel & Seel First Class Envelopes;38.34;3;0;17.253
5072;8/8/2014;8/12/2014;Standard Class;Matt Abelman;Home Office;United States;Trenton;Michigan;48183;Central;Furniture;Furnishings;Nu-Dell Float Frame 11 x 14 1/2;53.88;6;0;226.296
5073;8/8/2014;8/12/2014;Standard Class;Matt Abelman;Home Office;United States;Trenton;Michigan;48183;Central;Technology;Phones;Motorola Droid Maxx;299.98;2;0;839.944
5074;11/5/2015;11/5/2015;Same Day;Justin MacKendrick;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Storage;Hanging Personal Folder File;62.8;4;0;15.7
5075;4/25/2017;4/29/2017;Second Class;Mick Brown;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Binders;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;13.904;2;0.2;45.188
5076;4/20/2014;4/22/2014;Second Class;Seth Vernon;Consumer;United States;Houston;Texas;77070;Central;Furniture;Tables;Bush Advantage Collection Round Conference Table;744.1;5;0.3;-95.67
5077;4/20/2014;4/22/2014;Second Class;Seth Vernon;Consumer;United States;Houston;Texas;77070;Central;Office Supplies;Storage;Personal Folder Holder, Ebony;44.84;5;0.2;5.605
5078;4/20/2014;4/22/2014;Second Class;Seth Vernon;Consumer;United States;Houston;Texas;77070;Central;Furniture;Tables;Riverside Furniture Stanwyck Manor Table Series;401.59;2;0.3;-131.951
5079;11/11/2017;11/17/2017;Standard Class;Catherine Glotzbach;Home Office;United States;Milwaukee;Wisconsin;53209;Central;Office Supplies;Binders;Prestige Round Ring Binders;18.24;3;0;85.728
5080;11/25/2017;11/29/2017;Standard Class;Bradley Drucker;Consumer;United States;San Francisco;California;94122;West;Furniture;Bookcases;Sauder Forest Hills Library, Woodland Oak Finish;359.499;3;0.15;-296.058
5081;11/25/2017;11/29/2017;Standard Class;Bradley Drucker;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Storage;Sterilite Officeware Hinged File Box;10.48;1;0;28.296
5082;12/18/2015;12/18/2015;Same Day;Jim Kriz;Home Office;United States;Cleveland;Ohio;44105;East;Office Supplies;Paper;Xerox 226;20.736;4;0.2;72.576
5083;9/8/2016;9/12/2016;Standard Class;Jill Matthias;Consumer;United States;Monroe;North Carolina;28110;South;Technology;Accessories;Memorex Froggy Flash Drive 4 GB;35.168;4;0.2;83.524
5084;9/8/2016;9/12/2016;Standard Class;Jill Matthias;Consumer;United States;Monroe;North Carolina;28110;South;Office Supplies;Paper;Petty Cash Envelope;64.704;3;0.2;234.552
5085;6/6/2016;6/9/2016;Second Class;Scot Coram;Corporate;United States;Lowell;Massachusetts;1852;East;Office Supplies;Paper;Xerox 1935;105.52;4;0;485.392
5086;6/19/2015;6/23/2015;Standard Class;Maria Etezadi;Home Office;United States;Dallas;Texas;75081;Central;Office Supplies;Binders;GBC White Gloss Covers, Plain Front;5.792;2;0.8;-95.568
5087;3/5/2015;3/9/2015;Standard Class;Katherine Nockton;Corporate;United States;Philadelphia;Pennsylvania;19120;East;Technology;Phones;Samsung Convoy 3;466.158;7;0.4;-932.316
5088;3/5/2015;3/9/2015;Standard Class;Katherine Nockton;Corporate;United States;Philadelphia;Pennsylvania;19120;East;Technology;Accessories;Sony 16GB Class 10 Micro SDHC R40 Memory Card;10.312;1;0.2;-1.289
5089;3/5/2015;3/9/2015;Standard Class;Katherine Nockton;Corporate;United States;Philadelphia;Pennsylvania;19120;East;Office Supplies;Binders;Avery Round Ring Poly Binders;2.556;3;0.7;-17.892
5090;8/4/2017;8/7/2017;First Class;Harry Marie;Corporate;United States;Loveland;Colorado;80538;West;Office Supplies;Paper;Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright);7.968;2;0.2;28.884
5091;8/4/2017;8/7/2017;First Class;Harry Marie;Corporate;United States;Loveland;Colorado;80538;West;Office Supplies;Envelopes;"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";8.784;1;0.2;31.842
5092;12/30/2017;1/3/2018;Standard Class;Jill Matthias;Consumer;United States;Loveland;Colorado;80538;West;Office Supplies;Fasteners;Bagged Rubber Bands;3.024;3;0.2;-0.6048
5093;5/23/2015;5/27/2015;Standard Class;Kristen Hastings;Corporate;United States;Woonsocket;Rhode Island;2895;East;Office Supplies;Storage;Advantus Rolling Storage Box;51.45;3;0;138.915
5094;12/6/2014;12/10/2014;Standard Class;Berenike Kampe;Consumer;United States;Chicago;Illinois;60610;Central;Office Supplies;Appliances;Bionaire 99.97% HEPA Air Cleaner;14.016;4;0.8;-31.536
5095;12/6/2014;12/10/2014;Standard Class;Berenike Kampe;Consumer;United States;Chicago;Illinois;60610;Central;Furniture;Tables;KI Adjustable-Height Table;214.95;5;0.5;-120.372
5096;12/6/2014;12/10/2014;Standard Class;Berenike Kampe;Consumer;United States;Chicago;Illinois;60610;Central;Technology;Phones;Shocksock Galaxy S4 Armband;35.04;4;0.2;-7.008
5097;12/6/2014;12/10/2014;Standard Class;Berenike Kampe;Consumer;United States;Chicago;Illinois;60610;Central;Furniture;Furnishings;Nu-Dell Float Frame 11 x 14 1/2;10.776;3;0.6;-48.492
5098;12/6/2014;12/10/2014;Standard Class;Berenike Kampe;Consumer;United States;Chicago;Illinois;60610;Central;Office Supplies;Binders;Ibico Covers for Plastic or Wire Binding Elements;4.6;2;0.8;-8.05
5099;12/6/2014;12/10/2014;Standard Class;Berenike Kampe;Consumer;United States;Chicago;Illinois;60610;Central;Office Supplies;Storage;Rogers Deluxe File Chest;35.168;2;0.2;-83.524
5100;8/7/2015;8/12/2015;Standard Class;Parhena Norris;Home Office;United States;Bakersfield;California;93309;West;Office Supplies;Binders;Cardinal Hold-It CD Pocket;19.152;3;0.2;64.638
5101;3/17/2014;3/17/2014;Same Day;Annie Zypern;Consumer;United States;Dallas;Texas;75217;Central;Office Supplies;Art;Newell 333;4.448;2;0.2;0.3336
5102;3/17/2014;3/17/2014;Same Day;Annie Zypern;Consumer;United States;Dallas;Texas;75217;Central;Office Supplies;Paper;Xerox 1966;5.184;1;0.2;18.792
5103;3/17/2014;3/17/2014;Same Day;Annie Zypern;Consumer;United States;Dallas;Texas;75217;Central;Office Supplies;Paper;Xerox 1967;15.552;3;0.2;54.432
5104;3/26/2015;3/30/2015;Second Class;Gene McClure;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Paper;Southworth 25% Cotton Antique Laid Paper & Envelopes;40.032;6;0.2;12.51
5105;3/26/2015;3/30/2015;Second Class;Gene McClure;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Technology;Accessories;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;16.776;3;0.2;50.328
5106;12/14/2014;12/20/2014;Standard Class;Bryan Mills;Consumer;United States;Deltona;Florida;32725;South;Furniture;Chairs;Iceberg Nesting Folding Chair, 19w x 6d x 43h;186.304;4;0.2;139.728
5107;9/19/2015;9/26/2015;Standard Class;Nicole Hansen;Corporate;United States;Columbus;Georgia;31907;South;Technology;Accessories;Kensington K72356US Mouse-in-a-Box USB Desktop Mouse;66.36;4;0;23.226
5108;4/25/2017;4/26/2017;First Class;Parhena Norris;Home Office;United States;Nashville;Tennessee;37211;South;Office Supplies;Art;Newell 312;42.048;9;0.2;5.256
5109;4/25/2017;4/26/2017;First Class;Parhena Norris;Home Office;United States;Nashville;Tennessee;37211;South;Office Supplies;Art;Stanley Bostitch Contemporary Electric Pencil Sharpeners;67.92;5;0.2;6.792
5110;10/18/2014;10/22/2014;Standard Class;Edward Hooks;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Envelopes;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;52.512;6;0.2;19.692
5111;10/18/2014;10/22/2014;Standard Class;Edward Hooks;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Storage;Eldon Base for stackable storage shelf, platinum;186.912;6;0.2;-35.046
5112;10/18/2014;10/22/2014;Standard Class;Edward Hooks;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Paper;"Adams ""While You Were Out"" Message Pads";10.048;4;0.2;3.14
5113;11/13/2015;11/13/2015;Same Day;Helen Abelman;Consumer;United States;Chicago;Illinois;60610;Central;Furniture;Furnishings;Eldon Imàge Series Desk Accessories, Clear;17.496;9;0.6;-74.358
5114;1/31/2016;2/2/2016;Second Class;Aimee Bixby;Consumer;United States;Dallas;Texas;75220;Central;Office Supplies;Paper;Xerox 1994;15.552;3;0.2;54.432
5115;11/17/2016;11/22/2016;Standard Class;Maribeth Schnelling;Consumer;United States;Carlsbad;New Mexico;88220;West;Office Supplies;Binders;Avery Non-Stick Binders;10.776;3;0.2;33.675
5116;7/25/2017;7/29/2017;Standard Class;Dorothy Dickinson;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Labels;Avery 491;3.304;1;0.2;10.738
5117;11/11/2017;11/17/2017;Standard Class;Meg Tillman;Consumer;United States;New York City;New York;10009;East;Office Supplies;Storage;Belkin OmniView SE Rackmount Kit;35.48;1;0;0
5118;9/26/2015;10/3/2015;Standard Class;Gene McClure;Consumer;United States;Oceanside;New York;11572;East;Office Supplies;Fasteners;Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;34.44;3;0;161.868
5119;9/26/2015;10/3/2015;Standard Class;Gene McClure;Consumer;United States;Oceanside;New York;11572;East;Technology;Machines;Ativa MDM8000 8-Sheet Micro-Cut Shredder;629.93;7;0;2.960.671
5120;9/26/2015;10/3/2015;Standard Class;Gene McClure;Consumer;United States;Oceanside;New York;11572;East;Office Supplies;Binders;GBC Imprintable Covers;79.056;9;0.2;286.578
5121;4/4/2014;4/8/2014;Standard Class;Ken Black;Corporate;United States;Lafayette;Louisiana;70506;South;Office Supplies;Storage;Safco Commercial Shelving;232.55;5;0;9.302
5122;4/4/2014;4/8/2014;Standard Class;Ken Black;Corporate;United States;Lafayette;Louisiana;70506;South;Technology;Accessories;Logitech Wireless Marathon Mouse M705;99.98;2;0;429.914
5123;4/4/2014;4/8/2014;Standard Class;Ken Black;Corporate;United States;Lafayette;Louisiana;70506;South;Office Supplies;Paper;Xerox 209;19.44;3;0;93.312
5124;4/4/2014;4/8/2014;Standard Class;Ken Black;Corporate;United States;Lafayette;Louisiana;70506;South;Office Supplies;Paper;Xerox 1966;12.96;2;0;63.504
5125;9/14/2014;9/14/2014;Same Day;Darrin Martin;Consumer;United States;New York City;New York;10009;East;Furniture;Tables;KI Adjustable-Height Table;464.292;9;0.4;-1.083.348
5126;9/14/2014;9/14/2014;Same Day;Darrin Martin;Consumer;United States;New York City;New York;10009;East;Office Supplies;Envelopes;Staple envelope;68.46;7;0;314.916
5127;9/14/2014;9/14/2014;Same Day;Darrin Martin;Consumer;United States;New York City;New York;10009;East;Technology;Machines;Ativa V4110MDD Micro-Cut Shredder;2799.96;4;0;13.719.804
5128;9/14/2014;9/14/2014;Same Day;Darrin Martin;Consumer;United States;New York City;New York;10009;East;Office Supplies;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;601.3;2;0;198.429
5129;9/14/2014;9/14/2014;Same Day;Darrin Martin;Consumer;United States;New York City;New York;10009;East;Technology;Phones;Spigen Samsung Galaxy S5 Case Wallet;16.99;1;0;44.174
5130;9/14/2014;9/14/2014;Same Day;Darrin Martin;Consumer;United States;New York City;New York;10009;East;Technology;Phones;Vtech CS6719;287.97;3;0;806.316
5131;9/14/2014;9/14/2014;Same Day;Darrin Martin;Consumer;United States;New York City;New York;10009;East;Office Supplies;Paper;Xerox 198;44.82;9;0;210.654
5132;12/29/2017;1/5/2018;Standard Class;Ben Peterman;Corporate;United States;Anaheim;California;92804;West;Furniture;Furnishings;Nu-Dell Executive Frame;101.12;8;0;374.144
5133;6/21/2015;6/27/2015;Standard Class;Emily Phan;Consumer;United States;Deltona;Florida;32725;South;Technology;Phones;Innergie mMini Combo Duo USB Travel Charging Kit;107.976;3;0.2;377.916
5134;11/26/2017;11/30/2017;Standard Class;Frank Gastineau;Home Office;United States;New York City;New York;10009;East;Office Supplies;Appliances;Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210;58.73;7;0;146.825
5135;11/26/2017;11/30/2017;Standard Class;Frank Gastineau;Home Office;United States;New York City;New York;10009;East;Office Supplies;Binders;Binding Machine Supplies;93.344;4;0.2;326.704
5136;10/23/2016;10/28/2016;Standard Class;Alejandro Ballentine;Home Office;United States;Seattle;Washington;98103;West;Office Supplies;Fasteners;Advantus SlideClip Paper Clips;17.05;5;0;8.184
5137;12/14/2015;12/19/2015;Standard Class;Rick Duston;Consumer;United States;San Diego;California;92105;West;Office Supplies;Binders;Wilson Jones Standard D-Ring Binders;8.096;2;0.2;27.324
5138;11/13/2016;11/17/2016;Standard Class;Tom Stivers;Corporate;United States;Oklahoma City;Oklahoma;73120;Central;Furniture;Furnishings;Master Giant Foot Doorstop, Safety Yellow;30.36;4;0;130.548
5139;9/29/2017;10/5/2017;Standard Class;Joseph Airdo;Consumer;United States;Mount Vernon;New York;10550;East;Office Supplies;Envelopes;Staple envelope;23.34;3;0;109.698
5140;9/29/2017;10/5/2017;Standard Class;Joseph Airdo;Consumer;United States;Mount Vernon;New York;10550;East;Office Supplies;Paper;"Speediset Carbonless Redi-Letter 7"" x 8 1/2""";51.55;5;0;242.285
5141;11/8/2015;11/12/2015;Standard Class;Shaun Weien;Consumer;United States;San Francisco;California;94109;West;Technology;Accessories;Microsoft Arc Touch Mouse;119.9;2;0;43.164
5142;4/1/2016;4/5/2016;Standard Class;Frank Preis;Consumer;United States;New York City;New York;10009;East;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;1.317.492;6;0.1;292.776
5143;4/1/2016;4/5/2016;Standard Class;Frank Preis;Consumer;United States;New York City;New York;10009;East;Office Supplies;Supplies;Staple remover;63.84;8;0;185.136
5144;4/1/2016;4/5/2016;Standard Class;Frank Preis;Consumer;United States;New York City;New York;10009;East;Office Supplies;Binders;Avery Non-Stick Binders;3.592;1;0.2;11.225
5145;2/2/2017;2/7/2017;Standard Class;John Lee;Consumer;United States;Los Angeles;California;90045;West;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";86.26;2;0;293.284
5146;2/2/2017;2/7/2017;Standard Class;John Lee;Consumer;United States;Los Angeles;California;90045;West;Office Supplies;Storage;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;139.04;4;0;389.312
5147;2/2/2017;2/7/2017;Standard Class;John Lee;Consumer;United States;Los Angeles;California;90045;West;Office Supplies;Appliances;Harmony HEPA Quiet Air Purifiers;46.8;4;0;16.38
5148;12/24/2017;12/31/2017;Standard Class;James Lanier;Home Office;United States;Chandler;Arizona;85224;West;Furniture;Furnishings;Acrylic Self-Standing Desk Frames;8.544;4;0.2;19.224
5149;12/24/2017;12/31/2017;Standard Class;James Lanier;Home Office;United States;Chandler;Arizona;85224;West;Furniture;Chairs;Global Leather Executive Chair;842.376;3;0.2;105.297
5150;6/21/2014;6/21/2014;Same Day;James Galang;Consumer;United States;Long Beach;New York;11561;East;Technology;Phones;Polycom SoundStation2 EX Conference phone;1214.85;3;0;3.523.065
5151;3/6/2017;3/10/2017;Second Class;Sally Hughsby;Corporate;United States;San Francisco;California;94109;West;Office Supplies;Storage;File Shuttle II and Handi-File, Black;67.78;2;0;16.945
5152;9/25/2017;9/28/2017;First Class;Luke Schmidt;Corporate;United States;Helena;Montana;59601;West;Office Supplies;Storage;Iris Project Case;39.9;5;0;10.374
5153;6/30/2014;7/6/2014;Standard Class;Cari Schnelling;Consumer;United States;New York City;New York;10011;East;Office Supplies;Binders;Cardinal Poly Pocket Divider Pockets for Ring Binders;2.688;1;0.2;0.84
